areasNames,BMI,FWD,EGGF,EGGP,TOD,STAI,LM,LFP,HFP,RAT,STDEGG,areasNames
'L_6r_ROI',"0,58389765184596","2,7174906929374","8,71546540436984","7,99066346217664","1,89377157900235","7,13543347827252","6,91377940965529","4,73665070867157","3,81068028586126","4,2678701523127","2,67870154262762",A78
'L_a9-46v_ROI',"7,00768943100488","4,22544807081973","2,46739896256751","5,76906758681961","9,13683193399106","6,03219410170721","7,66454479816123","2,52590993327462","2,82067893856961","2,00449144554579","3,65615258439102",A85
'L_9-46d_ROI',"8,59382594008533","4,11551620402331","8,32761810506114","6,69861127617922","9,01252131123893","2,20504241222229","5,33080653707169","6,19161386518994","5,57018064167206","3,96480843852214","10,0365403776588",A86
'L_10v_ROI',"7,76360272360495","6,33303107223615","7,33880539547413","7,23624919722546","8,09362274887656","7,53663805162825","7,47111888973019","3,31200984911916","1,55066347290721","5,65081687157292","0,710945901980214",A88
'L_a10p_ROI',"3,39295625050454","2,92680489951872","7,77229243055786","8,00150951689547","7,7811831941838","7,56805448822892","1,52771628341526","0,09972618928803","0,039817543858418","1,574739715866","4,48044566639732",A89
'L_10pp_ROI',"3,48983056944418","7,98318295837289","7,86189520945235","7,86016325492231","5,63819578272612","3,39380240550984","2,02566523710333","7,04500614765369","7,19522111582101","6,92916655515408","5,89356785917521",A90
'L_11l_ROI',"5,0375122375317","7,80706653940966","5,11060648874589","7,93604750513727","8,01390263636428","7,24659578712615","0,949434146581387","0,826918079571507","1,59932072383007","1,51339357580368","0,657970904475735",A91
'L_6a_ROI',"7,30046384289721","4,44968577798422","4,23783583361904","5,96016139940023","6,44087103695594","1,95623633301288","6,22795142367134","7,00886540057366","6,03853571520148","0,87523136368987","6,89919938400239",A96
'L_i6-8_ROI',"7,31850426024082","1,77359790476256","7,22666157271727","7,05526676778284","7,95288730075846","7,12374444697177","4,67881725276342","4,71617694151858","4,86356454330002","0,706508801414606","1,77322301230501",A97
'L_43_ROI',"2,39046217628602","8,26391160713776","9,00003628738291","8,30168755716639","0,662987561600729","5,59103596587888","9,66392043012483","5,74018974630348","4,50902382879809","5,77356338066764","8,85587458403468",A99
'L_OP4_ROI',"4,35101983482546","7,00321258175029","7,81913792910178","6,66591572785401","7,39913510587014","7,74096937449806","6,84160315888668","6,50642174147097","7,76737357818146","2,41097431582225","7,38252026778717",A100
'L_OP1_ROI',"7,81750093288155","2,74000672903945","11,4058915689796","3,57886612518144","7,06025866074016","7,51421521062467","7,42311850829772","7,13917786550055","6,97174585055754","5,49260239439451","17,2467556060453",A101
'L_OP2-3_ROI',"5,32051886476567","0,478470565153869","2,89044127308833","7,83788168641759","5,94583966855401","8,24839103289882","6,95780911484892","6,22671356370186","5,7680180542322","6,22902578264319","11,530256385225",A102
'L_52_ROI',"7,53591363544346","2,45954082023785","8,74840726856891","6,04396229220149","11,9166198060747","8,18613293526741","3,97935849758349","7,05816575008435","7,22892776563295","7,1084989970625","4,15877703743154",A103
'L_RI_ROI',"4,55900362128785","1,033530133288","6,77988430052615","5,00702242726142","7,60786947800659","7,78121777153452","7,48255761856305","4,82945152394204","5,20162610425105","1,61211207999055","15,7417838579358",A104
'L_PFcm_ROI',"4,35371339390839","6,65835621718552","7,49818836235826","5,25759425891051","6,63784215861633","7,73208678968599","5,83949574126","7,21317145163958","7,06143843435083","2,74831650416051","10,1997615270485",A105
'L_PoI2_ROI',"8,80414737417123","0,012891207142105","6,21891475303463","7,96811123658873","1,1381052524461","8,03729201880515","0,801611056607707","3,82006066698514","4,28872418373318","6,76733378380186","7,82726500562074",A106
'L_TA2_ROI',"8,30325865155941","7,33253394680647","4,97698233853263","6,35550635825305","7,08331846565104","4,17125880015445","6,62332237074942","5,39380974777031","5,13136355983871","1,4817214653014","8,42330421278148",A107
'L_AVI_ROI',"7,35153316768898","2,10953983447896","9,57402007999096","7,34692925899873","9,06953339621407","5,29240662212059","2,4154910628655","5,03725017431964","4,06163918810411","7,44493530073522","3,92927851729256",A111
'L_FOP1_ROI',"1,27626417391539","7,28889299001167","7,63579412423604","7,74551706609882","3,58558318100749","5,8375027357895","7,58288407511236","2,95891424649401","2,69510285249692","4,65455543764362","3,79603877203608",A113
'L_FOP2_ROI',"10,646520800852","6,1078519141622","6,26800853213789","8,65677944656128","0,732603027076319","7,99783065422607","7,48582426458215","5,04764770093053","4,45882946828262","6,62461751458581","7,62968771579845",A115
'L_PFt_ROI',"4,96328935690579","2,59640370750413","8,02477113728752","7,95419615094134","5,59143016641887","6,82881363929929","6,01331339927425","6,36053971794064","5,73004553032617","2,38445282166074","7,86650235643554",A116
'L_ProS_ROI',"6,0362379861435","1,00239667876542","0,874122345551355","2,45885918785592","9,89698983188618","7,0068602186006","5,90966598648055","5,27942655922309","4,40374106508093","6,73943470457249","4,02288305910917",A121
'L_PBelt_ROI',"6,0145822428732","2,47678248963121","2,51966458468141","8,23906110024788","5,85452330905384","4,44073036245011","11,744497487769","7,39288778350009","6,94080733777836","5,80431187634973","2,12073460776319",A124
'L_A5_ROI',"6,3927594212846","3,30185857510938","5,86593390796591","7,38709674628465","5,64417251649503","7,63130141033717","6,2730380946722","6,2936210285317","6,49956340477077","1,16844941775863","8,5397736308354",A125
'L_PHA3_ROI',"1,76661644820438","0,064339633797486","4,69144968787112","7,70803376112321","7,75589168786455","1,88410635100856","0,824733926512721","6,94356488074065","7,26016597043007","3,63975021932332","1,80994843420783",A127
'L_STSda_ROI',"8,10901958813467","5,85730074459174","2,37670091709357","7,02537466751006","9,35379107443804","5,50945087682679","8,02127018008809","7,23705555529843","7,17957264784076","4,62840878440238","0,323412441942972",A128
'L_TE1a_ROI',"5,75010130416509","7,2059401412688","9,55698519382794","8,08345756133435","7,07839516170006","5,86746947803583","4,43046780772091","7,15635707747546","6,97053480653391","9,57631355774637","8,22873625032193",A132
'L_TPOJ1_ROI',"10,6214299082427","1,06843542957048","7,37548848569584","7,72776980038374","0,092417648918696","7,82935541451105","0,643375261315409","5,029062589457","5,26593882491975","5,8719048254781","5,12828140852207",A139
'L_DVT_ROI',"7,74174709586943","0,288170707031276","4,05393907508654","7,45059312104201","1,83675039820457","3,69690988350079","10,6669133149771","7,00485566448503","6,81755297943486","7,20513151646922","3,37721851852695",A142
'L_IP0_ROI',"6,32697934040463","0,238561346111702","8,43523739897533","1,38188935441524","7,76626646523972","6,30404047588007","3,45188704969659","6,45028178019314","6,57315548676647","2,37608013500647","3,10933842862811",A146
'L_PFop_ROI',"3,00897238115529","8,65208693083964","9,43943125435734","7,17782992158777","7,92877136935836","7,41344090581215","7,2577076422516","4,49734133683761","3,60349921410955","1,44232740251659","7,9087596786653",A147
'L_PF_ROI',"8,00298173261335","9,89866169894479","7,66745022714784","7,65398462387379","8,18488835413396","5,37771135683766","5,87009791692331","2,3314631889556","2,5174879314614","4,32855337750929","6,4974203812771",A148
'L_V6A_ROI',"6,66693820723653","1,97329854873087","14,2379198769312","1,06708209309212","7,78671447396007","9,009602531258","5,84974048062322","7,20470740568271","6,80571796148209","4,58949317996379","10,6830573607052",A152
'L_VMV1_ROI',"7,40692434292886","1,32926527430782","9,80794689025214","8,61404180937745","11,5688605979343","8,45427924366587","7,20512202331399","7,05465651599538","6,71766697664952","6,13828828497947","13,5974588706168",A153
'L_VMV3_ROI',"6,35616369034929","0,339013468699466","12,2729111539256","5,13453036829064","6,99755334851406","7,43503179516799","6,42395425062174","6,93464401232749","6,36656744240247","3,27586720013607","7,02322729194731",A154
'L_V3CD_ROI',"5,93207833109797","2,47295142204362","8,60970224801698","4,58687112264586","9,4701164498447","6,4750372943618","1,38266256457424","5,09976220747822","5,31902731178196","3,50009430681525","4,0242060271784",A158
'L_VMV2_ROI',"3,90959448531406","2,06263040974512","3,44107628125175","4,98311240926109","4,73354498776245","7,79170464080286","6,64955270054786","3,62463060741183","2,71897574484978","6,65341128338917","6,79816678312503",A160
'L_31a_ROI',"8,11112112951441","8,03172008036168","7,05239733584662","5,73151149875165","8,20648384837652","7,22273285072251","7,71865137870198","6,87724025480166","7,70744366472938","5,26957606267576","6,31797846399195",A162
'L_VVC_ROI',"7,95073416860009","1,34158186291288","4,3874376177963","8,7010078589599","8,17134248515909","8,61688499820314","7,21783250817207","7,04253790716426","6,18502846351647","2,48643691827151","9,99638785296588",A163
'L_Ig_ROI',"3,52267724770882","0,064552740289657","11,6744538188226","5,68664092191296","6,08645227329641","7,24141995022361","2,75514335375457","5,13273780583548","4,31845124313159","6,4906330377922","3,84781066725652",A168
'L_p10p_ROI',"8,54431929986127","7,83908941530871","5,82002135782985","5,86655516595062","8,08464639888902","6,18293501911828","6,809534130942","7,20954674350657","7,19809936746419","7,02491989808593","6,6007853864885",A170
'L_MBelt_ROI',"5,12026611134453","1,53315914030945","13,2249087505926","7,92603162039296","4,41543780023943","7,75329607626385","11,4607806530425","4,66036093046155","4,52637292922022","5,43695209426848","5,61902590655757",A173
'L_LBelt_ROI',"5,75401876867942","1,96477066951275","8,05522155733442","6,62694523424346","5,26161071679838","2,84233894349395","12,2942429846607","2,29546438222093","0,872608900019427","3,13842591317147","7,68704288457948",A174
'L_A4_ROI',"4,45258657681774","3,45855840735858","6,26437958397923","8,18386251260844","4,19264929958102","5,00960901540247","8,52062323530542","6,73332087125045","7,50998901100153","0,729316589740655","2,18554700758739",A175
'L_STSva_ROI',"8,23717782720252","4,846678101103","9,75170718867453","6,01170643455161","8,68924460996435","7,92821818884971","10,4477925588747","6,55760311437004","4,48538179289612","5,56381743651693","3,69240178725075",A176
'R_V1_ROI',"1,61435824853382","2,27948565152356","3,33625677250139","1,86975534543915","5,38552597858833","8,05522379343786","8,81709453506167","6,56978766913568","5,66068723886842","2,47481424476273","8,92687972557961",A181
'R_MST_ROI',"6,73531009155363","7,5820233283895","6,11668928822438","2,15024865487914","1,95434985804583","6,3960637503944","1,72468623803578","7,22212421430756","7,22783906518998","4,0299445992538","7,94731526407116",A182
'R_V6_ROI',"5,81499396333904","8,49048743603349","8,89178265990051","6,91244671012439","5,46101673240672","6,64769614915825","7,21897109826506","5,67753634715068","4,46853177313315","6,47901435988519","8,82930969110073",A183
'R_V2_ROI',"2,35184209964203","0,829556462396866","2,67837365055161","1,63059540889958","4,2685078682256","8,90259156136156","10,8703457142154","5,78240398836074","4,74318736314847","4,06044700765347","0,917021791013319",A184
'R_V3_ROI',"2,63286098743026","1,18974358455931","3,82903380796088","2,28525410470164","1,87993138120746","8,66385204066688","10,6957680640891","6,77773058541468","6,09242788884698","4,03679531926244","1,76185702069622",A185
'R_V4_ROI',"9,64728835036798","4,06654585618562","3,60329076424301","4,49272025525978","5,27727510443854","8,9524406803912","8,33314557293581","7,18343927332123","7,20883189667001","5,32694075240659","8,90148428093625",A186
'R_V8_ROI',"8,81180580828955","0,294619625342882","6,48648817399905","1,85268371738409","14,396384338668","7,81925992841208","5,92042628315604","7,15265723883605","7,20851682132259","2,987317638071","4,18621103900028",A187
'R_4_ROI',"7,20400957806914","6,74879168011745","13,0582415037306","8,5158173932937","2,68597853836132","7,74668810511688","7,66922453158611","7,13272111379742","7,11698084407071","0,728048966276596","15,4041628772036",A188
'R_3b_ROI',"2,96371952454096","3,16339205276767","11,2329776158379","8,37105953487865","1,26946844189854","6,94363138119841","7,4371793353966","7,11312527975426","5,85926439007795","0,648468716599384","10,8956790615248",A189
'R_FEF_ROI',"4,04365279011918","0,706372489733497","1,72383106716593","4,86908732092901","3,2547741834946","5,91472246252548","7,39946189105823","6,76815646595739","6,89677996217886","2,00704917257773","1,3945955168643",A190
'R_PEF_ROI',"5,66137628611168","0,253260309475518","0,513708695022401","3,20760950368651","7,94229761522684","7,77358642828055","4,22834411797007","3,88631095307718","3,13246781333177","6,40382776477817","0,762067123652027",A191
'R_55b_ROI',"3,9505105764542","2,24795251204223","5,57534877447171","6,88348635229113","4,22914768009778","7,17879101225307","6,26774459525302","6,8590735379644","6,00452041824152","3,76262609743932","8,4264595495235",A192
'R_V3A_ROI',"3,58042823685719","7,28633706347491","6,03487551534338","1,06781807091481","2,64334742874453","8,33304733113618","10,6453885922221","5,35974193641369","4,83099632838713","5,51406646992407","2,35966036541408",A193
'R_RSC_ROI',"10,0695439746462","6,57073780884438","6,82903230275769","7,71329117944529","9,21308681531603","7,66719049447032","7,46044816047495","6,95413160598736","5,99852695383896","4,13206834538632","7,81881596981451",A194
'R_POS2_ROI',"5,25229642385494","5,74660550199025","1,89939785437063","7,41779489775666","9,69300541922142","7,15170772563734","10,3672879785246","7,25683037670757","7,45048378844055","7,63728236953295","4,91762594484639",A195
'R_V7_ROI',"7,28185346043836","9,59814359588648","3,68623419599805","3,29186874845394","7,91189950737578","4,3076494470063","7,97622113687756","6,26148181791493","5,10191835213228","1,12304683233","2,01718340451179",A196
'R_IPS1_ROI',"6,4999346920216","2,21746574245495","6,8317225835701","8,62625500733123","8,0616953998367","7,73559769006036","5,27306175120173","6,37405044125097","5,14022950036848","0,200657766452217","5,47930192115226",A197
'R_FFC_ROI',"8,8241306925581","2,60230387393495","4,29345777841907","7,16199419474754","4,79031561650649","5,65196030638133","8,73024605091948","4,19872415374015","5,12059509891624","0,293717192364605","2,51750508929539",A198
'R_V3B_ROI',"7,19690350484787","1,14697777742623","17,5282556991208","7,16227708012056","10,4682137024489","7,7263264548041","8,52310889715469","6,62407029329255","5,98396974765083","2,55010715815836","7,93764573460366",A199
'R_LO2_ROI',"8,75284527622544","3,49545522592789","3,88951363499173","7,86648457975373","8,6721475612519","5,98905657804459","5,80762697810829","6,53330808800869","6,93257780606163","7,08964391917091","8,31219436954513",A201
'R_PIT_ROI',"8,87963090005875","3,11992922660305","7,14837933099171","8,13955529034807","8,13506476085241","3,47481600694673","6,87875247363795","6,79501572264545","7,08332618868718","2,68075303012837","7,50607693158712",A202
'R_MT_ROI',"6,52191079799792","4,5043350374188","1,22763592066033","8,13593904661112","2,88709257103599","7,81457675660941","7,34197898329786","3,90405697064224","4,87274022442086","2,56243986288103","5,8987140197407",A203
'R_A1_ROI',"8,24706436222659","2,19040122205784","7,26417690790448","7,36159031465699","4,0614239144261","5,06597088771049","9,1525755490527","6,66459247339564","5,43850857792787","5,23733929614408","4,71606733749951",A204
'R_PSL_ROI',"8,08280292160804","6,03234328755492","2,92163787854619","7,69305863192614","7,8131570189919","8,27012519787522","7,12191924673874","5,750984832951","4,98727338371281","4,05037667455107","4,9303885786976",A205
'R_SFL_ROI',"5,21730135756901","6,06340382608136","3,88662951004225","6,08410467250905","5,89532791345248","4,78862330633011","6,35619692871685","7,21032217077325","7,04570990896802","1,64715740287685","6,40175518284463",A206
'R_PCV_ROI',"3,2382145330543","1,74970847368596","3,72832403395464","6,82034632673989","9,52278700225208","6,20684028458096","7,0759859606281","6,72152864062453","6,45023961690952","1,69058093805622","8,38828028208363",A207
'R_STV_ROI',"7,83347784920227","1,37621491648251","0,418840629028168","8,14600222947022","4,89078385382141","7,46029857628356","4,9512866454161","2,86892131660876","2,32841295181036","4,93323230704431","2,26143619975036",A208
'R_7Pm_ROI',"2,21769091374338","7,02792494736353","0,371923437296016","7,88296997156709","8,57183798626567","7,50016736633016","7,61389005659349","6,41843761989732","7,01998420895149","4,44856801538646","2,045468624241",A209
'R_7m_ROI',"7,57936861293899","4,14173952664182","0,423607274237266","7,98657924968031","7,8522975172076","7,95389358781246","6,96618173472403","6,86353065477704","4,71979365772102","7,53522785682869","1,45272495200299",A210
'R_POS1_ROI',"6,32413365062287","14,2531108888381","8,9142883417734","4,6527907612551","5,45603576025575","7,5988399232247","11,5331389187492","6,57946444987971","6,33304868179935","6,67769726046211","16,2618641083708",A211
'R_23d_ROI',"10,1135504979297","2,84173381272887","5,77947891235948","7,78743033948068","5,64902109124161","7,97965660367279","11,1036313596992","6,7965467361423","4,77107443563917","4,62501131906722","7,55731244395559",A212
'R_v23ab_ROI',"10,437905050449","1,84488510463545","8,65423042695054","5,09883399329113","8,3588640768186","6,2464879092689","5,33136171148878","5,40965547028182","5,05436168795393","2,74486951578848","15,8363432750138",A213
'R_d23ab_ROI',"6,05605845116714","8,7148867680292","5,68761325088661","7,54618396238124","6,76355290333875","7,77900073962095","9,26010013880908","7,25076957781371","6,29781868197993","1,14975953746447","7,79887169634034",A214
